ProductID,FatContent,ProductVisibility,ProductType,MRP,OutletID,EstablishmentYear,LocationType,OutletType,CustomerSegmentCode,SalesCategory
DRM37,Low Fat,0.096790497,Soft Drinks,197.2768,OUT018,2009,Tier 3,Supermarket Type2,Blue,High
DRM37,Low Fat,0.096943078,Soft Drinks,196.5768,OUT017,2007,Tier 2,Supermarket Type1,Green,High
DRM37,Low Fat,0.161350176,Soft Drinks,196.6768,OUT010,1998,Tier 3,Grocery Store,Green,Low
DRM37,LF,0.168780127,Soft Drinks,197.8768,OUT019,1985,Tier 1,Grocery Store,Green,Low
DRM47,Low Fat,0.04357366,Hard Drinks,192.8846,OUT027,1985,Tier 3,Supermarket Type3,Green,Medium
DRM47,Low Fat,0.043777415,Hard Drinks,192.9846,OUT035,2004,Tier 2,Supermarket Type1,Red,High
DRM47,Low Fat,0.043785694,Hard Drinks,191.6846,OUT046,1997,Tier 1,Supermarket Type1,Red,High
DRM47,Low Fat,0.043874493,Hard Drinks,191.0846,OUT045,2002,Tier 2,Supermarket Type1,Red,Medium
DRM47,Low Fat,0.043964058,Hard Drinks,192.3846,OUT018,2009,Tier 3,Supermarket Type2,Blue,High
DRM47,Low Fat,0.073288275,Hard Drinks,189.1846,OUT010,1998,Tier 3,Grocery Store,Red,Low
DRM48,Low Fat,0.112349962,Soft Drinks,39.1848,OUT027,1985,Tier 3,Supermarket Type3,Blue,Low
DRM48,Low Fat,0.112896669,Soft Drinks,36.0848,OUT046,1997,Tier 1,Supermarket Type1,Green,Medium
DRM48,Low Fat,0.113072194,Soft Drinks,35.8848,OUT049,1999,Tier 1,Supermarket Type1,Red,Low
DRM48,Low Fat,0.113125627,Soft Drinks,38.6848,OUT045,2002,Tier 2,Supermarket Type1,Green,Medium
DRM49,Regular,0,Soft Drinks,43.0086,OUT049,1999,Tier 1,Supermarket Type1,Blue,Low
DRM49,Regular,0.151827552,Soft Drinks,43.0086,OUT013,1987,Tier 3,Supermarket Type1,Blue,Low
DRM49,Regular,0.151925271,Soft Drinks,46.6086,OUT035,2004,Tier 2,Supermarket Type1,Green,Low
DRM49,Regular,0.152262171,Soft Drinks,44.4086,OUT045,2002,Tier 2,Supermarket Type1,Blue,Medium
DRM49,Regular,0.152813518,Soft Drinks,45.6086,OUT017,2007,Tier 2,Supermarket Type1,Blue,Low
DRM59,LF,0.003574698,Hard Drinks,154.6998,OUT027,1985,Tier 3,Supermarket Type3,Red,High
DRM59,Low Fat,0.003589104,Hard Drinks,155.5998,OUT013,1987,Tier 3,Supermarket Type1,Red,Medium
DRM59,Low Fat,0.003597678,Hard Drinks,153.8998,OUT049,1999,Tier 1,Supermarket Type1,Red,High
DRM59,Low Fat,0.003599378,Hard Drinks,152.2998,OUT045,2002,Tier 2,Supermarket Type1,Blue,High
DRM59,Low Fat,0.003606726,Hard Drinks,154.1998,OUT018,2009,Tier 3,Supermarket Type2,Blue,Medium
DRM59,Low Fat,0.003612411,Hard Drinks,154.1998,OUT017,2007,Tier 2,Supermarket Type1,Red,High
DRM59,Low Fat,0.006289291,Hard Drinks,153.2998,OUT019,1985,Tier 1,Grocery Store,Green,Low
DRN11,Low Fat,0.162980276,Hard Drinks,145.2444,OUT046,1997,Tier 1,Supermarket Type1,Red,Medium
DRN11,Low Fat,0.163233667,Hard Drinks,144.6444,OUT049,1999,Tier 1,Supermarket Type1,Red,Medium
DRN11,Low Fat,0.163310805,Hard Drinks,143.5444,OUT045,2002,Tier 2,Supermarket Type1,Red,High
DRN11,Low Fat,0.163902159,Hard Drinks,143.3444,OUT017,2007,Tier 2,Supermarket Type1,Red,Medium
DRN35,Low Fat,0.070189131,Hard Drinks,37.9532,OUT013,1987,Tier 3,Supermarket Type1,Red,Low
DRN35,Low Fat,0.070234306,Hard Drinks,34.9532,OUT035,2004,Tier 2,Supermarket Type1,Green,Low
DRN35,Low Fat,0.070247589,Hard Drinks,37.5532,OUT046,1997,Tier 1,Supermarket Type1,Green,Medium
DRN35,Low Fat,0.070356805,Hard Drinks,36.8532,OUT049,1999,Tier 1,Supermarket Type1,Red,Low
DRN35,Low Fat,0.070533748,Hard Drinks,34.2532,OUT018,2009,Tier 3,Supermarket Type2,Blue,Low
DRN35,Low Fat,0.117580062,Hard Drinks,36.6532,OUT010,1998,Tier 3,Grocery Store,Red,Low
DRN36,Low Fat,0,Soft Drinks,96.6752,OUT046,1997,Tier 1,Supermarket Type1,Green,Low
DRN36,Low Fat,0.049934854,Soft Drinks,95.0752,OUT027,1985,Tier 3,Supermarket Type3,Green,High
DRN36,Low Fat,0.050168354,Soft Drinks,95.3752,OUT035,2004,Tier 2,Supermarket Type1,Blue,Medium
DRN36,Low Fat,0.050279604,Soft Drinks,94.1752,OUT045,2002,Tier 2,Supermarket Type1,Blue,Medium
DRN36,Low Fat,0.087854925,Soft Drinks,95.9752,OUT019,1985,Tier 1,Grocery Store,Red,Low
DRN37,Low Fat,0,Soft Drinks,166.5158,OUT049,1999,Tier 1,Supermarket Type1,Red,High
DRN37,Low Fat,0.096217262,Soft Drinks,168.5158,OUT013,1987,Tier 3,Supermarket Type1,Green,High
DRN37,low fat,0.09627919,Soft Drinks,167.3158,OUT035,2004,Tier 2,Supermarket Type1,Red,Medium
DRN37,LF,0.096689673,Soft Drinks,168.0158,OUT018,2009,Tier 3,Supermarket Type2,Red,Medium
DRN37,Low Fat,0.096842096,Soft Drinks,166.1158,OUT017,2007,Tier 2,Supermarket Type1,Red,Low
DRN37,Low Fat,0.161182103,Soft Drinks,165.3158,OUT010,1998,Tier 3,Grocery Store,Green,Low
DRN47,Low Fat,0,Hard Drinks,179.866,OUT045,2002,Tier 2,Supermarket Type1,Blue,High
DRN47,Low Fat,0.016745264,Hard Drinks,180.766,OUT027,1985,Tier 3,Supermarket Type3,Red,High
DRN47,Low Fat,0.016812745,Hard Drinks,180.666,OUT013,1987,Tier 3,Supermarket Type1,Red,High
DRN47,Low Fat,0.016823566,Hard Drinks,178.566,OUT035,2004,Tier 2,Supermarket Type1,Green,High
DRN47,Low Fat,0.016826748,Hard Drinks,179.166,OUT046,1997,Tier 1,Supermarket Type1,Red,High
DRN47,Low Fat,0.016852909,Hard Drinks,180.666,OUT049,1999,Tier 1,Supermarket Type1,Red,High
DRN47,Low Fat,0.016895293,Hard Drinks,178.566,OUT018,2009,Tier 3,Supermarket Type2,Green,Low
DRN47,Low Fat,0.016921927,Hard Drinks,178.366,OUT017,2007,Tier 2,Supermarket Type1,Red,High
DRN47,Low Fat,0.028164527,Hard Drinks,178.166,OUT010,1998,Tier 3,Grocery Store,Red,Low
DRN59,Low Fat,0.063831013,Hard Drinks,46.206,OUT027,1985,Tier 3,Supermarket Type3,Red,Medium
DRN59,Low Fat,0.064241345,Hard Drinks,45.206,OUT049,1999,Tier 1,Supermarket Type1,Green,Low
DRN59,Low Fat,0.064271703,Hard Drinks,45.506,OUT045,2002,Tier 2,Supermarket Type1,Green,Low
DRN59,Low Fat,0.064504433,Hard Drinks,47.306,OUT017,2007,Tier 2,Supermarket Type1,Green,Low
DRO35,Low Fat,0.034570357,Hard Drinks,117.4492,OUT046,1997,Tier 1,Supermarket Type1,Red,High
DRO35,Low Fat,0.034624104,Hard Drinks,115.0492,OUT049,1999,Tier 1,Supermarket Type1,Green,High
DRO35,Low Fat,0.034640466,Hard Drinks,116.1492,OUT045,2002,Tier 2,Supermarket Type1,Green,Medium
DRO35,LF,0.034765901,Hard Drinks,114.2492,OUT017,2007,Tier 2,Supermarket Type1,Green,Medium
DRO47,Low Fat,0,Hard Drinks,114.086,OUT046,1997,Tier 1,Supermarket Type1,Red,Medium
DRO47,Low Fat,0.112203445,Hard Drinks,111.786,OUT035,2004,Tier 2,Supermarket Type1,Green,Medium
DRO47,Low Fat,0.112399145,Hard Drinks,111.686,OUT049,1999,Tier 1,Supermarket Type1,Red,Medium
DRO47,Low Fat,0.112681821,Hard Drinks,113.986,OUT018,2009,Tier 3,Supermarket Type2,Red,Low
DRO47,Low Fat,0.112859454,Hard Drinks,114.486,OUT017,2007,Tier 2,Supermarket Type1,Blue,Medium
DRO47,Low Fat,0.187841082,Hard Drinks,112.486,OUT010,1998,Tier 3,Grocery Store,Blue,Low
DRO59,Low Fat,0.054238448,Hard Drinks,75.4012,OUT049,1999,Tier 1,Supermarket Type1,Green,Low
DRO59,Low Fat,0.054264078,Hard Drinks,75.0012,OUT045,2002,Tier 2,Supermarket Type1,Blue,Low
DRO59,Low Fat,0.054460571,Hard Drinks,77.0012,OUT017,2007,Tier 2,Supermarket Type1,Green,Medium
DRO59,Low Fat,0.094817105,Hard Drinks,77.9012,OUT019,1985,Tier 1,Grocery Store,Red,Low
DRP35,Low Fat,0.090427268,Hard Drinks,126.2336,OUT027,1985,Tier 3,Supermarket Type3,Green,High
DRP35,Low Fat,0.09079168,Hard Drinks,127.1336,OUT013,1987,Tier 3,Supermarket Type1,Blue,High
DRP35,Low Fat,0.090850115,Hard Drinks,126.6336,OUT035,2004,Tier 2,Supermarket Type1,Red,Medium
DRP35,Low Fat,0.090867297,Hard Drinks,127.3336,OUT046,1997,Tier 1,Supermarket Type1,Red,High
DRP35,Low Fat,0.091008572,Hard Drinks,129.6336,OUT049,1999,Tier 1,Supermarket Type1,Red,High
DRP35,Low Fat,0.091051579,Hard Drinks,127.4336,OUT045,2002,Tier 2,Supermarket Type1,Green,Low
DRP35,Low Fat,0.091237452,Hard Drinks,128.9336,OUT018,2009,Tier 3,Supermarket Type2,Green,Medium
DRP35,Low Fat,0.159096908,Hard Drinks,129.3336,OUT019,1985,Tier 1,Grocery Store,Red,Low
DRP47,Low Fat,0.14048631,Hard Drinks,252.7382,OUT013,1987,Tier 3,Supermarket Type1,Green,High
DRP47,Low Fat,0.140603316,Hard Drinks,252.8382,OUT046,1997,Tier 1,Supermarket Type1,Green,High
DRP47,Low Fat,0.140821917,Hard Drinks,252.9382,OUT049,1999,Tier 1,Supermarket Type1,Blue,High
DRP47,Low Fat,0.141398626,Hard Drinks,250.5382,OUT017,2007,Tier 2,Supermarket Type1,Green,High
DRQ35,Low Fat,0.042086652,Hard Drinks,122.4388,OUT027,1985,Tier 3,Supermarket Type3,Red,High
DRQ35,Low Fat,0.042256257,Hard Drinks,124.4388,OUT013,1987,Tier 3,Supermarket Type1,Red,Medium
DRQ35,Low Fat,0.042283454,Hard Drinks,125.4388,OUT035,2004,Tier 2,Supermarket Type1,Green,High
DRQ35,Low Fat,0.042357203,Hard Drinks,123.2388,OUT049,1999,Tier 1,Supermarket Type1,Blue,Medium
DRQ35,low fat,0.042377219,Hard Drinks,123.7388,OUT045,2002,Tier 2,Supermarket Type1,Red,Medium
DRQ35,Low Fat,0.042463728,Hard Drinks,121.9388,OUT018,2009,Tier 3,Supermarket Type2,Red,Low
DRQ35,Low Fat,0.042530668,Hard Drinks,125.5388,OUT017,2007,Tier 2,Supermarket Type1,Red,High
DRY23,Regular,0.108568067,Soft Drinks,42.9112,OUT027,1985,Tier 3,Supermarket Type3,Blue,Low
DRY23,Regular,0.109075742,Soft Drinks,42.9112,OUT035,2004,Tier 2,Supermarket Type1,Red,Low
DRY23,Regular,0.109096371,Soft Drinks,44.6112,OUT046,1997,Tier 1,Supermarket Type1,Red,Low
DRY23,Regular,0.109265987,Soft Drinks,42.3112,OUT049,1999,Tier 1,Supermarket Type1,Blue,Low
DRY23,Regular,0.109713464,Soft Drinks,41.3112,OUT017,2007,Tier 2,Supermarket Type1,Green,Low
DRY23,Regular,0.191013663,Soft Drinks,42.1112,OUT019,1985,Tier 1,Grocery Store,Red,Low
DRZ11,Regular,0.112119359,Soft Drinks,123.0388,OUT027,1985,Tier 3,Supermarket Type3,Blue,Medium
DRZ11,Regular,0.112571187,Soft Drinks,122.0388,OUT013,1987,Tier 3,Supermarket Type1,Green,Medium
DRZ11,Regular,0.112840108,Soft Drinks,122.0388,OUT049,1999,Tier 1,Supermarket Type1,Red,Medium
DRZ11,Regular,0.112893431,Soft Drinks,123.3388,OUT045,2002,Tier 2,Supermarket Type1,Green,High
DRZ11,Regular,0.113123893,Soft Drinks,122.5388,OUT018,2009,Tier 3,Supermarket Type2,Blue,Medium
DRZ11,Regular,0.113302223,Soft Drinks,125.1388,OUT017,2007,Tier 2,Supermarket Type1,Red,Low
DRZ24,Low Fat,0,Soft Drinks,121.644,OUT045,2002,Tier 2,Supermarket Type1,Blue,Medium
DRZ24,Low Fat,0,Soft Drinks,121.044,OUT027,1985,Tier 3,Supermarket Type3,Green,Medium
DRZ24,Low Fat,0.081787519,Soft Drinks,120.844,OUT046,1997,Tier 1,Supermarket Type1,Green,Medium
DRZ24,Low Fat,0.081914677,Soft Drinks,120.344,OUT049,1999,Tier 1,Supermarket Type1,Blue,High
DRZ24,Low Fat,0.082250143,Soft Drinks,118.344,OUT017,2007,Tier 2,Supermarket Type1,Blue,High
FDA01,Regular,0.054114924,Canned,58.4904,OUT027,1985,Tier 3,Supermarket Type3,Red,Low
FDA01,Regular,0.054367971,Canned,58.5904,OUT035,2004,Tier 2,Supermarket Type1,Red,Low
FDA01,Regular,0.054378253,Canned,59.1904,OUT046,1997,Tier 1,Supermarket Type1,Blue,Low
FDA01,Regular,0.054488534,Canned,57.5904,OUT045,2002,Tier 2,Supermarket Type1,Blue,Low
FDA01,Regular,0.054599767,Canned,59.4904,OUT018,2009,Tier 3,Supermarket Type2,Blue,Low
FDA01,Regular,0.054685839,Canned,60.2904,OUT017,2007,Tier 2,Supermarket Type1,Green,Medium
FDA01,Regular,0.091018048,Canned,60.2904,OUT010,1998,Tier 3,Grocery Store,Green,Low
FDA02,Regular,0.029578726,Dairy,143.5786,OUT027,1985,Tier 3,Supermarket Type3,Red,High
FDA02,Regular,0.029697925,Dairy,143.0786,OUT013,1987,Tier 3,Supermarket Type1,Green,High
FDA02,Regular,0.029722659,Dairy,143.4786,OUT046,1997,Tier 1,Supermarket Type1,Red,Medium
FDA02,Regular,0.02976887,Dairy,145.4786,OUT049,1999,Tier 1,Supermarket Type1,Red,Medium
FDA02,Regular,0.029782937,Dairy,146.3786,OUT045,2002,Tier 2,Supermarket Type1,Green,Low
FDA02,Regular,0.029843736,Dairy,143.9786,OUT018,2009,Tier 3,Supermarket Type2,Blue,Low
FDA02,Regular,0.052040539,Dairy,143.1786,OUT019,1985,Tier 1,Grocery Store,Red,Low
FDA03,Regular,0,Dairy,144.2102,OUT035,2004,Tier 2,Supermarket Type1,Green,Medium
FDA03,Regular,0.045243613,Dairy,146.8102,OUT027,1985,Tier 3,Supermarket Type3,Blue,High
FDA03,Regular,0.045425939,Dairy,144.9102,OUT013,1987,Tier 3,Supermarket Type1,Blue,Medium
FDA03,Regular,0.045463773,Dairy,144.1102,OUT046,1997,Tier 1,Supermarket Type1,Blue,Medium
FDA03,Regular,0.045534457,Dairy,146.3102,OUT049,1999,Tier 1,Supermarket Type1,Blue,High
FDA03,Regular,0.076097035,Dairy,145.8102,OUT010,1998,Tier 3,Grocery Store,Green,Low
FDA04,Regular,0.066406853,Frozen Foods,259.7962,OUT027,1985,Tier 3,Supermarket Type3,Green,High
FDA04,Regular,0.066674465,Frozen Foods,259.1962,OUT013,1987,Tier 3,Supermarket Type1,Blue,High
FDA04,Regular,0.066717378,Frozen Foods,260.8962,OUT035,2004,Tier 2,Supermarket Type1,Blue,High
FDA04,Regular,0.066729996,Frozen Foods,257.2962,OUT046,1997,Tier 1,Supermarket Type1,Red,High
FDA04,Regular,0.066833743,Frozen Foods,257.2962,OUT049,1999,Tier 1,Supermarket Type1,Green,Medium
FDA04,Regular,0.066865326,Frozen Foods,260.1962,OUT045,2002,Tier 2,Supermarket Type1,Red,High
FDA04,reg,0.067001825,Frozen Foods,259.1962,OUT018,2009,Tier 3,Supermarket Type2,Blue,High
FDA04,Regular,0.067107448,Frozen Foods,258.1962,OUT017,2007,Tier 2,Supermarket Type1,Green,High
FDA07,Regular,0.030794774,Fruits and Vegetables,122.9072,OUT027,1985,Tier 3,Supermarket Type3,Green,High
FDA07,Regular,0.030918873,Fruits and Vegetables,123.9072,OUT013,1987,Tier 3,Supermarket Type1,Green,Low
FDA07,Regular,0.030938774,Fruits and Vegetables,121.0072,OUT035,2004,Tier 2,Supermarket Type1,Blue,Medium
FDA07,Regular,0.030992735,Fruits and Vegetables,124.3072,OUT049,1999,Tier 1,Supermarket Type1,Red,High
FDA07,Regular,0.031007381,Fruits and Vegetables,123.4072,OUT045,2002,Tier 2,Supermarket Type1,Blue,Medium
FDA07,Regular,0.03107068,Fruits and Vegetables,122.4072,OUT018,2009,Tier 3,Supermarket Type2,Blue,Low
FDA07,Regular,0.051794958,Fruits and Vegetables,122.6072,OUT010,1998,Tier 3,Grocery Store,Blue,Low
FDA08,Regular,0.049842613,Fruits and Vegetables,164.2526,OUT027,1985,Tier 3,Supermarket Type3,Green,High
FDA08,Regular,0.050043472,Fruits and Vegetables,164.6526,OUT013,1987,Tier 3,Supermarket Type1,Green,Medium
FDA08,Regular,0.050085152,Fruits and Vegetables,164.7526,OUT046,1997,Tier 1,Supermarket Type1,Green,Medium
FDA08,Regular,0.050186726,Fruits and Vegetables,164.1526,OUT045,2002,Tier 2,Supermarket Type1,Red,High
FDA08,Regular,0.050368454,Fruits and Vegetables,163.8526,OUT017,2007,Tier 2,Supermarket Type1,Green,Medium
FDA08,Regular,0.087692636,Fruits and Vegetables,162.5526,OUT019,1985,Tier 1,Grocery Store,Green,Low
FDA09,Regular,0.149338159,Snack Foods,178.666,OUT035,2004,Tier 2,Supermarket Type1,Green,Medium
FDA09,Regular,0.149598628,Snack Foods,179.466,OUT049,1999,Tier 1,Supermarket Type1,Blue,High
FDA09,Regular,0.149669322,Snack Foods,180.266,OUT045,2002,Tier 2,Supermarket Type1,Red,Low
FDA09,Regular,0.149974858,Snack Foods,179.766,OUT018,2009,Tier 3,Supermarket Type2,Green,High
FDA09,Regular,0.15021128,Snack Foods,179.066,OUT017,2007,Tier 2,Supermarket Type1,Blue,High
FDA10,Low Fat,0,Snack Foods,120.9072,OUT049,1999,Tier 1,Supermarket Type1,Red,Medium
FDA10,Low Fat,0.141129263,Snack Foods,121.6072,OUT027,1985,Tier 3,Supermarket Type3,Blue,High
FDA10,Low Fat,0.141789197,Snack Foods,121.9072,OUT035,2004,Tier 2,Supermarket Type1,Red,Medium
FDA10,Low Fat,0.142393712,Snack Foods,122.7072,OUT018,2009,Tier 3,Supermarket Type2,Green,Medium
FDA10,Low Fat,0.142618182,Snack Foods,123.2072,OUT017,2007,Tier 2,Supermarket Type1,Green,Medium
FDA10,LF,0.248301532,Snack Foods,124.1072,OUT019,1985,Tier 1,Grocery Store,Green,Low
FDA11,low fat,0.043029436,Baking Goods,94.7436,OUT027,1985,Tier 3,Supermarket Type3,Red,Medium
FDA11,Low Fat,0.043238822,Baking Goods,92.5436,OUT046,1997,Tier 1,Supermarket Type1,Green,Medium
FDA11,LF,0.043326511,Baking Goods,95.6436,OUT045,2002,Tier 2,Supermarket Type1,Blue,Low
FDA11,Low Fat,0.043414959,Baking Goods,93.1436,OUT018,2009,Tier 3,Supermarket Type2,Blue,Medium
FDA11,Low Fat,0.043483398,Baking Goods,94.3436,OUT017,2007,Tier 2,Supermarket Type1,Red,Medium
FDA13,Low Fat,0.078174543,Canned,39.9506,OUT027,1985,Tier 3,Supermarket Type3,Green,Low
FDA13,Low Fat,0.078489577,Canned,39.9506,OUT013,1987,Tier 3,Supermarket Type1,Blue,Low
FDA13,Low Fat,0.078540095,Canned,36.3506,OUT035,2004,Tier 2,Supermarket Type1,Blue,Low
FDA13,Low Fat,0.07867708,Canned,37.8506,OUT049,1999,Tier 1,Supermarket Type1,Red,Low
FDA13,Low Fat,0.07871426,Canned,37.2506,OUT045,2002,Tier 2,Supermarket Type1,Green,Low
FDA13,Low Fat,0.078874948,Canned,37.4506,OUT018,2009,Tier 3,Supermarket Type2,Red,Low
FDA13,Low Fat,0.078999287,Canned,38.6506,OUT017,2007,Tier 2,Supermarket Type1,Red,Low
FDA13,Low Fat,0.137539574,Canned,38.8506,OUT019,1985,Tier 1,Grocery Store,Green,Low
FDA14,Low Fat,0.065183228,Dairy,148.076,OUT046,1997,Tier 1,Supermarket Type1,Blue,Medium
FDA14,Low Fat,0.06528457,Dairy,145.076,OUT049,1999,Tier 1,Supermarket Type1,Green,Medium
FDA14,Low Fat,0.114127418,Dairy,147.176,OUT019,1985,Tier 1,Grocery Store,Green,Low
FDA15,Low Fat,0.015944801,Dairy,249.5092,OUT027,1985,Tier 3,Supermarket Type3,Blue,High
FDA15,Low Fat,0.016009057,Dairy,250.6092,OUT013,1987,Tier 3,Supermarket Type1,Blue,High
FDA15,Low Fat,0.01601936,Dairy,248.5092,OUT035,2004,Tier 2,Supermarket Type1,Green,High
FDA15,Low Fat,0.016047301,Dairy,249.8092,OUT049,1999,Tier 1,Supermarket Type1,Blue,High
FDA15,Low Fat,0.016054884,Dairy,250.2092,OUT045,2002,Tier 2,Supermarket Type1,Green,High
FDA15,Low Fat,0.016087659,Dairy,249.6092,OUT018,2009,Tier 3,Supermarket Type2,Red,High
FDA15,LF,0.016113019,Dairy,248.8092,OUT017,2007,Tier 2,Supermarket Type1,Green,High
FDA15,Low Fat,0.026818196,Dairy,248.9092,OUT010,1998,Tier 3,Grocery Store,Red,Low
FDA16,Low Fat,0,Frozen Foods,219.4456,OUT046,1997,Tier 1,Supermarket Type1,Red,High
FDA16,Low Fat,0.033777629,Frozen Foods,222.8456,OUT027,1985,Tier 3,Supermarket Type3,Red,High
FDA16,Low Fat,0.033935576,Frozen Foods,221.9456,OUT035,2004,Tier 2,Supermarket Type1,Red,Medium
FDA16,Low Fat,0.03408026,Frozen Foods,220.8456,OUT018,2009,Tier 3,Supermarket Type2,Blue,High
FDA19,Low Fat,0,Fruits and Vegetables,126.6994,OUT019,1985,Tier 1,Grocery Store,Blue,Low
FDA19,LF,0.055081623,Fruits and Vegetables,128.8994,OUT013,1987,Tier 3,Supermarket Type1,Blue,Medium
FDA19,Low Fat,0.055127499,Fruits and Vegetables,128.2994,OUT046,1997,Tier 1,Supermarket Type1,Blue,High
FDA19,Low Fat,0.055213208,Fruits and Vegetables,129.5994,OUT049,1999,Tier 1,Supermarket Type1,Blue,Low
FDA19,Low Fat,0.092272132,Fruits and Vegetables,128.7994,OUT010,1998,Tier 3,Grocery Store,Red,Low
FDA20,Low Fat,0.066298469,Fruits and Vegetables,186.824,OUT027,1985,Tier 3,Supermarket Type3,Blue,High
FDA20,Low Fat,0.066565644,Fruits and Vegetables,185.324,OUT013,1987,Tier 3,Supermarket Type1,Green,High
FDA20,Low Fat,0.066608487,Fruits and Vegetables,184.624,OUT035,2004,Tier 2,Supermarket Type1,Red,High
FDA20,Low Fat,0.066724663,Fruits and Vegetables,187.724,OUT049,1999,Tier 1,Supermarket Type1,Red,Medium
FDA20,Low Fat,0.066892471,Fruits and Vegetables,186.424,OUT018,2009,Tier 3,Supermarket Type2,Blue,Medium
FDA20,Low Fat,0.066997921,Fruits and Vegetables,186.524,OUT017,2007,Tier 2,Supermarket Type1,Red,High
FDA21,Low Fat,0.035930784,Snack Foods,184.4924,OUT013,1987,Tier 3,Supermarket Type1,Red,High
FDA21,Low Fat,0.03595391,Snack Foods,185.2924,OUT035,2004,Tier 2,Supermarket Type1,Blue,High
FDA21,Low Fat,0.03596071,Snack Foods,186.3924,OUT046,1997,Tier 1,Supermarket Type1,Blue,Medium
FDA21,Low Fat,0.036016619,Snack Foods,186.3924,OUT049,1999,Tier 1,Supermarket Type1,Green,Medium
FDA21,Low Fat,0.036033639,Snack Foods,183.7924,OUT045,2002,Tier 2,Supermarket Type1,Green,High
FDA21,Low Fat,0.036107198,Snack Foods,184.4924,OUT018,2009,Tier 3,Supermarket Type2,Blue,High
FDA22,Low Fat,0,Starchy Foods,167.5158,OUT027,1985,Tier 3,Supermarket Type3,Blue,High
FDA22,Low Fat,0.084436394,Starchy Foods,168.6158,OUT035,2004,Tier 2,Supermarket Type1,Green,High
FDA22,Low Fat,0.084452363,Starchy Foods,165.2158,OUT046,1997,Tier 1,Supermarket Type1,Blue,High
FDA23,Low Fat,0.046958533,Baking Goods,101.3016,OUT027,1985,Tier 3,Supermarket Type3,Red,Medium
FDA23,Low Fat,0.04714777,Baking Goods,102.4016,OUT013,1987,Tier 3,Supermarket Type1,Blue,Medium
FDA23,Low Fat,0.047178116,Baking Goods,99.4016,OUT035,2004,Tier 2,Supermarket Type1,Red,Medium
FDA23,Low Fat,0.047187038,Baking Goods,100.6016,OUT046,1997,Tier 1,Supermarket Type1,Blue,Medium
FDA23,Low Fat,0.047260402,Baking Goods,102.8016,OUT049,1999,Tier 1,Supermarket Type1,Blue,Medium
FDA23,LF,0.047453947,Baking Goods,101.7016,OUT017,2007,Tier 2,Supermarket Type1,Red,Medium
FDA25,Regular,0.068112874,Canned,104.599,OUT035,2004,Tier 2,Supermarket Type1,Blue,High
FDA25,Regular,0.068125756,Canned,101.199,OUT046,1997,Tier 1,Supermarket Type1,Blue,Low
FDA25,Regular,0.068263916,Canned,104.799,OUT045,2002,Tier 2,Supermarket Type1,Red,Medium
FDA25,Regular,0.068403271,Canned,101.999,OUT018,2009,Tier 3,Supermarket Type2,Red,Low
FDA25,Regular,0.068511103,Canned,103.699,OUT017,2007,Tier 2,Supermarket Type1,Blue,Medium
FDA26,Regular,0,Dairy,220.1482,OUT018,2009,Tier 3,Supermarket Type2,Blue,High
FDA26,Regular,0.073562475,Dairy,217.6482,OUT027,1985,Tier 3,Supermarket Type3,Blue,High
FDA26,Regular,0.073858923,Dairy,218.6482,OUT013,1987,Tier 3,Supermarket Type1,Red,High
FDA26,Regular,0.073906461,Dairy,218.4482,OUT035,2004,Tier 2,Supermarket Type1,Blue,High
FDA26,Regular,0.129425145,Dairy,219.3482,OUT019,1985,Tier 1,Grocery Store,Blue,Low
FDA27,Regular,0,Dairy,256.7672,OUT018,2009,Tier 3,Supermarket Type2,Red,High
FDA27,Regular,0.030927632,Dairy,256.8672,OUT046,1997,Tier 1,Supermarket Type1,Green,High
FDA27,Regular,0.030975716,Dairy,253.9672,OUT049,1999,Tier 1,Supermarket Type1,Green,High
FDA27,Regular,0.030990354,Dairy,256.3672,OUT045,2002,Tier 2,Supermarket Type1,Blue,Low
FDA27,Regular,0.031102571,Dairy,257.2672,OUT017,2007,Tier 2,Supermarket Type1,Green,Medium
FDA28,Regular,0.047570401,Frozen Foods,125.7362,OUT027,1985,Tier 3,Supermarket Type3,Green,High
FDA28,Regular,0.047792845,Frozen Foods,126.1362,OUT035,2004,Tier 2,Supermarket Type1,Blue,High
FDA28,Regular,0.047801883,Frozen Foods,127.4362,OUT046,1997,Tier 1,Supermarket Type1,Green,Medium
FDA28,Regular,0.047996608,Frozen Foods,127.0362,OUT018,2009,Tier 3,Supermarket Type2,Blue,Medium
FDA28,Regular,0.04807227,Frozen Foods,126.5362,OUT017,2007,Tier 2,Supermarket Type1,Green,Medium
FDA28,Regular,0.080010553,Frozen Foods,124.2362,OUT010,1998,Tier 3,Grocery Store,Blue,Low
FDA31,Low Fat,0.109990885,Fruits and Vegetables,172.908,OUT035,2004,Tier 2,Supermarket Type1,Green,High
FDA31,Low Fat,0.110234793,Fruits and Vegetables,171.708,OUT045,2002,Tier 2,Supermarket Type1,Red,High
FDA31,LF,0.110459828,Fruits and Vegetables,172.108,OUT018,2009,Tier 3,Supermarket Type2,Green,Medium
FDA31,Low Fat,0.110633958,Fruits and Vegetables,173.808,OUT017,2007,Tier 2,Supermarket Type1,Green,Medium
FDA32,LF,0,Fruits and Vegetables,216.9192,OUT017,2007,Tier 2,Supermarket Type1,Red,High
